lead_id,channel,campaign,stage,device,region,conversion,revenue
902,Organic,Campaign B,Leads,Tablet,East,0,20913.59
903,Referral,Campaign B,Visited,Tablet,East,0,36797.44
904,Social Media,Campaign A,Proposal,Desktop,North,0,48307.45
905,Social Media,Campaign B,Leads,Tablet,South,0,40654.78
906,Paid Ads,Campaign B,Qualified,Tablet,West,0,47077.07
907,Referral,Campaign A,Customer,Mobile,East,1,7889.68
908,Email,Campaign C,Visited,Mobile,North,1,4487.66
909,Organic,Campaign C,Visited,Mobile,South,0,28327.53
910,Paid Ads,Campaign A,Qualified,Mobile,South,0,15224.58
911,Social Media,Campaign C,Visited,Mobile,North,0,41574.69
912,Email,Campaign B,Visited,Mobile,West,0,33927.41
913,Email,Campaign A,Visited,Desktop,East,0,48565.68
914,Organic,Campaign A,Visited,Mobile,South,1,13484.83
915,Social Media,Campaign A,Proposal,Tablet,East,1,24803.42
916,Referral,Campaign C,Visited,Desktop,East,0,25560.78
917,Email,Campaign A,Leads,Tablet,South,0,12719.66
918,Organic,Campaign A,Qualified,Mobile,North,0,29914.58
919,Referral,Campaign A,Leads,Mobile,South,0,22721.01
920,Social Media,Campaign C,Visited,Tablet,South,0,22889.36
921,Email,Campaign B,Proposal,Tablet,West,0,18774.1
922,Referral,Campaign A,Visited,Tablet,East,1,1829.54
923,Referral,Campaign B,Proposal,Desktop,North,0,26582.67
924,Referral,Campaign C,Proposal,Mobile,East,1,17427.14
925,Email,Campaign C,Leads,Tablet,South,0,1064.67
926,Email,Campaign C,Leads,Mobile,North,0,16089.24
927,Paid Ads,Campaign C,Leads,Tablet,North,1,14652.79
928,Social Media,Campaign B,Leads,Mobile,North,1,20278.96
929,Organic,Campaign A,Proposal,Desktop,North,0,7460.75
930,Referral,Campaign C,Proposal,Mobile,West,0,25876.51
931,Paid Ads,Campaign C,Leads,Tablet,North,1,34929.58
932,Organic,Campaign B,Qualified,Mobile,South,0,31879.09
933,Paid Ads,Campaign B,Customer,Desktop,West,0,40383.99
934,Email,Campaign C,Customer,Desktop,South,0,23148.41
935,Referral,Campaign A,Leads,Mobile,South,1,26435.49
936,Organic,Campaign A,Leads,Tablet,East,1,40709.7
937,Organic,Campaign C,Visited,Desktop,North,1,21957.36
938,Organic,Campaign B,Customer,Desktop,North,0,35378.37
939,Organic,Campaign C,Visited,Mobile,South,0,22295.52
940,Organic,Campaign C,Qualified,Desktop,North,0,21469.07
941,Paid Ads,Campaign B,Visited,Desktop,West,1,38250.08
942,Referral,Campaign C,Visited,Tablet,East,0,9567.01
943,Email,Campaign C,Leads,Tablet,North,0,17590.71
944,Email,Campaign C,Customer,Tablet,North,0,11984.44
945,Email,Campaign B,Visited,Mobile,West,0,18596.39
946,Email,Campaign A,Qualified,Desktop,East,1,12288.37
947,Paid Ads,Campaign A,Visited,Mobile,West,0,29390.88
948,Social Media,Campaign B,Visited,Desktop,South,1,40110.37
949,Referral,Campaign A,Leads,Desktop,South,0,39544.04
950,Organic,Campaign C,Leads,Desktop,North,1,18860.55
951,Social Media,Campaign A,Visited,Tablet,East,1,49449.26
952,Email,Campaign C,Leads,Mobile,South,0,30098.86
953,Social Media,Campaign A,Visited,Mobile,West,1,20570.61
954,Referral,Campaign B,Leads,Desktop,South,0,41941.42
955,Organic,Campaign A,Customer,Mobile,South,1,36763.83
956,Organic,Campaign A,Customer,Tablet,West,1,37714.49
957,Referral,Campaign A,Leads,Mobile,North,1,10610.83
958,Referral,Campaign B,Qualified,Desktop,East,0,23947.89
959,Email,Campaign A,Customer,Tablet,North,0,43229.58
960,Organic,Campaign B,Visited,Tablet,West,0,25697.86
961,Social Media,Campaign C,Proposal,Desktop,South,0,34489.18
962,Paid Ads,Campaign A,Customer,Mobile,East,1,29808.75
963,Paid Ads,Campaign B,Visited,Desktop,North,1,42275.48
964,Referral,Campaign B,Visited,Mobile,West,1,14943.48
965,Email,Campaign A,Customer,Mobile,South,0,29198.29
966,Paid Ads,Campaign C,Leads,Tablet,South,1,7038.5
967,Organic,Campaign B,Visited,Desktop,North,1,34820.33
968,Referral,Campaign A,Visited,Tablet,West,1,36866.42
969,Social Media,Campaign C,Leads,Desktop,South,0,3099.03
970,Referral,Campaign B,Qualified,Desktop,South,0,34113.76
971,Social Media,Campaign B,Qualified,Tablet,East,0,21319.82
972,Referral,Campaign C,Customer,Desktop,South,0,7080.75
973,Referral,Campaign C,Visited,Desktop,North,0,21575.47
974,Referral,Campaign A,Leads,Mobile,West,1,10517.41
975,Social Media,Campaign A,Leads,Desktop,West,0,21362.42
976,Social Media,Campaign B,Leads,Desktop,East,0,19832.61
977,Referral,Campaign C,Visited,Tablet,West,0,37181.19
978,Paid Ads,Campaign C,Customer,Tablet,North,1,38936.56
979,Email,Campaign C,Proposal,Desktop,South,1,30744.4
980,Email,Campaign B,Leads,Mobile,East,1,2111.66
981,Email,Campaign C,Qualified,Mobile,West,0,46620.09
982,Social Media,Campaign C,Visited,Tablet,East,0,34625.43
983,Social Media,Campaign B,Leads,Desktop,East,1,2675.58
984,Paid Ads,Campaign A,Qualified,Desktop,West,0,41122.81
985,Email,Campaign A,Leads,Mobile,East,0,10813.04
986,Email,Campaign B,Customer,Mobile,West,0,29381.84
987,Referral,Campaign C,Qualified,Mobile,North,0,23865.08
988,Social Media,Campaign B,Leads,Tablet,West,0,21572.1
989,Email,Campaign A,Proposal,Desktop,South,0,44595.97
990,Paid Ads,Campaign A,Visited,Tablet,West,0,22430.7
991,Paid Ads,Campaign B,Leads,Desktop,South,0,4691.86
992,Email,Campaign B,Leads,Tablet,East,0,47385.3
993,Social Media,Campaign A,Leads,Desktop,West,0,46106.23
994,Paid Ads,Campaign B,Proposal,Mobile,South,0,34537.2
995,Referral,Campaign A,Leads,Mobile,West,0,23926.73
996,Paid Ads,Campaign B,Proposal,Mobile,West,0,5550.11
997,Organic,Campaign B,Qualified,Tablet,West,0,39746.66
998,Organic,Campaign B,Leads,Mobile,North,0,4698.42
999,Social Media,Campaign A,Proposal,Desktop,South,0,4361.45
1000,Email,Campaign B,Visited,Tablet,North,0,27331.81
1001,Social Media,Campaign A,Visited,Desktop,North,1,8846.28
1002,Social Media,Campaign A,Leads,Tablet,South,0,1378.78
1003,Social Media,Campaign B,Visited,Desktop,West,0,21732.56
1004,Social Media,Campaign B,Visited,Desktop,North,0,7723.64
1005,Referral,Campaign A,Qualified,Tablet,North,1,8865.26
1006,Referral,Campaign A,Leads,Tablet,North,0,4768.62
1007,Paid Ads,Campaign C,Leads,Mobile,West,0,11049.59
1008,Organic,Campaign A,Customer,Mobile,North,0,36058.72
1009,Social Media,Campaign C,Qualified,Desktop,East,1,40637.44
1010,Paid Ads,Campaign C,Proposal,Desktop,South,1,23174.15
1011,Organic,Campaign C,Visited,Desktop,East,0,25821.14
1012,Email,Campaign B,Qualified,Tablet,West,0,2600.1
1013,Referral,Campaign B,Proposal,Tablet,North,0,4396.5
1014,Organic,Campaign A,Qualified,Mobile,South,1,13620.82
1015,Email,Campaign C,Qualified,Desktop,North,0,27651.02
1016,Organic,Campaign B,Leads,Mobile,West,0,37238.01
1017,Referral,Campaign B,Visited,Tablet,South,1,30645.15
1018,Referral,Campaign B,Leads,Tablet,East,1,20214.26
1019,Paid Ads,Campaign B,Leads,Tablet,South,1,6797.88
1020,Social Media,Campaign B,Proposal,Mobile,North,1,39257.89
1021,Organic,Campaign C,Visited,Tablet,South,1,18825.52
1022,Organic,Campaign C,Customer,Desktop,West,0,37066.65
1023,Email,Campaign C,Customer,Mobile,West,1,26135.96
1024,Referral,Campaign C,Visited,Tablet,South,1,37194.44
1025,Organic,Campaign A,Leads,Mobile,West,0,45457.19
1026,Referral,Campaign C,Proposal,Mobile,West,0,46130.45
1027,Organic,Campaign B,Customer,Tablet,West,1,27220.23
1028,Paid Ads,Campaign C,Leads,Tablet,East,0,26063.91
1029,Social Media,Campaign A,Leads,Mobile,North,1,14018.24
1030,Organic,Campaign B,Leads,Mobile,West,0,46854.19
1031,Referral,Campaign C,Qualified,Tablet,South,0,23438.04
1032,Paid Ads,Campaign C,Visited,Desktop,West,0,7251.97
1033,Organic,Campaign C,Qualified,Mobile,East,0,22202.54
1034,Email,Campaign B,Visited,Mobile,South,0,7225.61
1035,Social Media,Campaign B,Visited,Desktop,North,0,25624.05
1036,Organic,Campaign A,Leads,Tablet,South,0,28502.5
1037,Paid Ads,Campaign B,Leads,Tablet,South,0,17550.03
1038,Email,Campaign B,Leads,Desktop,South,0,4510.88
1039,Paid Ads,Campaign C,Leads,Tablet,South,0,47231.67
1040,Paid Ads,Campaign B,Leads,Tablet,West,1,38894.3
1041,Email,Campaign C,Visited,Mobile,North,0,42105.17
1042,Paid Ads,Campaign C,Leads,Mobile,West,0,18976.55
1043,Email,Campaign B,Customer,Mobile,East,0,38280.72
1044,Organic,Campaign A,Leads,Desktop,East,0,24783.27
1045,Email,Campaign A,Leads,Tablet,South,0,10853.09
1046,Email,Campaign B,Qualified,Tablet,West,0,7096.75
1047,Social Media,Campaign A,Customer,Mobile,West,1,17907.49
1048,Email,Campaign C,Visited,Mobile,North,1,7740.05
1049,Email,Campaign C,Qualified,Desktop,North,1,49915.18
1050,Organic,Campaign B,Qualified,Tablet,North,0,3410.26
1051,Social Media,Campaign A,Qualified,Desktop,West,0,22616.04
1052,Referral,Campaign A,Visited,Tablet,North,0,23152.58
1053,Organic,Campaign C,Qualified,Desktop,North,0,15730.96
1054,Organic,Campaign B,Visited,Mobile,North,1,28996.23
1055,Referral,Campaign A,Qualified,Desktop,South,0,8348.87
1056,Email,Campaign B,Qualified,Desktop,East,0,39411.71
1057,Paid Ads,Campaign A,Visited,Mobile,East,0,17289.94
1058,Social Media,Campaign C,Proposal,Tablet,West,1,29975.79
1059,Paid Ads,Campaign C,Visited,Tablet,West,1,36066.32
1060,Referral,Campaign B,Proposal,Mobile,South,0,44563.06
1061,Organic,Campaign C,Leads,Desktop,East,1,41953.58
1062,Organic,Campaign A,Visited,Desktop,North,0,30807.14
1063,Social Media,Campaign C,Visited,Desktop,North,1,20031.27
1064,Organic,Campaign B,Customer,Tablet,West,1,25657.03
1065,Organic,Campaign B,Visited,Desktop,East,1,38668.0
1066,Social Media,Campaign B,Visited,Tablet,West,0,43999.73
1067,Social Media,Campaign A,Leads,Desktop,West,0,6085.31
1068,Referral,Campaign A,Qualified,Mobile,North,0,19857.96
1069,Organic,Campaign A,Leads,Mobile,North,0,39029.71
1070,Organic,Campaign A,Visited,Tablet,East,1,22150.94
1071,Referral,Campaign A,Visited,Tablet,West,0,17279.16
1072,Email,Campaign C,Visited,Mobile,South,0,21154.81
1073,Email,Campaign A,Visited,Mobile,East,1,30539.39
1074,Email,Campaign A,Leads,Desktop,West,0,49990.45
1075,Referral,Campaign C,Qualified,Mobile,East,0,25156.63
1076,Organic,Campaign A,Visited,Tablet,East,0,11216.23
1077,Referral,Campaign B,Leads,Mobile,East,0,8979.48
1078,Referral,Campaign A,Leads,Tablet,South,0,3075.14
1079,Email,Campaign A,Customer,Tablet,South,1,28382.04
1080,Paid Ads,Campaign B,Customer,Desktop,North,0,27684.03
1081,Organic,Campaign B,Proposal,Desktop,North,1,11056.46
1082,Email,Campaign B,Visited,Desktop,West,0,35071.14
1083,Paid Ads,Campaign B,Visited,Desktop,East,0,37314.25
1084,Paid Ads,Campaign A,Leads,Mobile,West,0,13695.81
1085,Social Media,Campaign B,Visited,Desktop,North,0,17860.89
1086,Organic,Campaign B,Leads,Mobile,South,0,49533.11
1087,Paid Ads,Campaign C,Proposal,Desktop,North,0,19338.96
1088,Email,Campaign B,Proposal,Desktop,West,0,38279.28
1089,Social Media,Campaign B,Proposal,Tablet,North,0,23183.55
1090,Organic,Campaign C,Leads,Mobile,West,0,39873.9
1091,Referral,Campaign C,Qualified,Tablet,West,0,38682.14
1092,Email,Campaign A,Leads,Desktop,West,1,33720.05
1093,Paid Ads,Campaign C,Visited,Mobile,West,1,42884.14
1094,Paid Ads,Campaign A,Qualified,Desktop,North,0,47021.71
1095,Email,Campaign C,Visited,Tablet,West,0,29419.18
1096,Paid Ads,Campaign C,Leads,Mobile,West,1,12635.98
1097,Social Media,Campaign A,Leads,Tablet,East,0,20532.82
1098,Organic,Campaign C,Qualified,Desktop,West,1,38156.98
1099,Social Media,Campaign A,Proposal,Desktop,North,0,32893.29
1100,Paid Ads,Campaign C,Leads,Desktop,West,1,9712.12
1101,Referral,Campaign B,Proposal,Mobile,South,0,3510.74
1102,Organic,Campaign C,Visited,Tablet,South,1,34465.12
1103,Organic,Campaign A,Leads,Tablet,West,0,13302.87
1104,Email,Campaign C,Qualified,Desktop,South,0,25483.84
1105,Email,Campaign A,Qualified,Tablet,South,0,37590.59
1106,Referral,Campaign A,Customer,Mobile,North,0,28570.67
1107,Organic,Campaign B,Visited,Desktop,East,1,5081.83
1108,Referral,Campaign B,Qualified,Desktop,South,0,10093.43
1109,Email,Campaign A,Qualified,Desktop,South,1,11747.08
1110,Email,Campaign C,Customer,Mobile,East,0,13635.35
1111,Organic,Campaign A,Visited,Desktop,East,1,28704.77
1112,Social Media,Campaign A,Proposal,Desktop,South,0,25694.32
1113,Paid Ads,Campaign C,Qualified,Desktop,West,1,10954.84
1114,Email,Campaign C,Visited,Desktop,South,1,4310.19
1115,Email,Campaign C,Leads,Tablet,West,0,9400.18
1116,Social Media,Campaign C,Leads,Desktop,West,1,49234.68
1117,Social Media,Campaign A,Qualified,Mobile,West,1,23958.8
1118,Referral,Campaign A,Proposal,Desktop,East,0,43499.93
1119,Referral,Campaign B,Qualified,Desktop,South,0,42588.87
1120,Paid Ads,Campaign A,Qualified,Tablet,South,0,26064.46
1121,Paid Ads,Campaign C,Leads,Desktop,North,1,35627.7
1122,Organic,Campaign B,Visited,Tablet,East,0,10444.85
1123,Referral,Campaign C,Visited,Mobile,North,0,34731.44
1124,Email,Campaign A,Leads,Tablet,North,0,14346.84
1125,Referral,Campaign B,Leads,Desktop,West,0,41771.04
1126,Email,Campaign C,Visited,Mobile,East,1,5102.48
1127,Social Media,Campaign B,Leads,Desktop,North,1,38883.79
1128,Referral,Campaign B,Leads,Tablet,South,0,5896.91
1129,Social Media,Campaign A,Visited,Mobile,North,0,44178.27
1130,Paid Ads,Campaign C,Leads,Mobile,East,0,15906.02
1131,Paid Ads,Campaign B,Visited,Tablet,South,0,33065.27
1132,Organic,Campaign B,Customer,Tablet,South,0,24887.61
1133,Referral,Campaign C,Proposal,Mobile,South,0,18948.85
1134,Social Media,Campaign B,Qualified,Mobile,West,0,32626.65
1135,Email,Campaign B,Visited,Tablet,South,0,47428.63
1136,Paid Ads,Campaign B,Proposal,Desktop,West,1,3022.22
1137,Paid Ads,Campaign C,Proposal,Mobile,West,0,46023.79
1138,Email,Campaign C,Proposal,Tablet,North,1,30845.0
1139,Social Media,Campaign C,Visited,Desktop,North,0,40558.4
1140,Social Media,Campaign C,Qualified,Mobile,South,0,19809.87
1141,Referral,Campaign A,Proposal,Mobile,East,1,24120.31
1142,Referral,Campaign B,Qualified,Tablet,South,0,43573.69
1143,Organic,Campaign C,Qualified,Desktop,North,0,21327.55
1144,Paid Ads,Campaign B,Leads,Mobile,South,0,27198.32
1145,Referral,Campaign B,Leads,Desktop,North,0,1989.55
1146,Social Media,Campaign A,Visited,Desktop,South,1,8771.3
1147,Email,Campaign C,Qualified,Mobile,East,0,32442.64
1148,Social Media,Campaign C,Visited,Desktop,South,0,36131.87
1149,Paid Ads,Campaign B,Leads,Mobile,East,0,29547.45
1150,Social Media,Campaign C,Visited,Desktop,East,0,8022.19
1151,Organic,Campaign B,Leads,Mobile,South,1,22824.87
1152,Paid Ads,Campaign B,Visited,Tablet,East,1,18399.64
1153,Email,Campaign A,Qualified,Mobile,East,0,25287.41
1154,Organic,Campaign A,Proposal,Mobile,North,0,43646.12
1155,Paid Ads,Campaign A,Visited,Mobile,North,0,39017.21
1156,Email,Campaign B,Visited,Desktop,East,0,5115.49
1157,Organic,Campaign C,Visited,Tablet,West,1,44625.15
1158,Organic,Campaign A,Proposal,Desktop,South,0,24116.59
1159,Paid Ads,Campaign C,Leads,Desktop,East,0,37449.25
1160,Referral,Campaign A,Leads,Mobile,South,1,7861.92
1161,Organic,Campaign A,Visited,Desktop,North,0,33865.26
1162,Organic,Campaign B,Qualified,Mobile,South,0,12579.97
1163,Email,Campaign A,Proposal,Tablet,East,0,22480.66
1164,Social Media,Campaign A,Proposal,Desktop,East,1,1826.28
1165,Paid Ads,Campaign B,Qualified,Desktop,East,1,8428.92
1166,Paid Ads,Campaign C,Visited,Desktop,East,0,5511.94
1167,Referral,Campaign A,Visited,Mobile,West,0,12747.46
1168,Referral,Campaign B,Visited,Mobile,West,1,5900.89
1169,Paid Ads,Campaign A,Visited,Desktop,West,0,34903.59
1170,Referral,Campaign B,Visited,Desktop,East,0,2422.96
1171,Email,Campaign C,Visited,Tablet,West,1,31269.28
1172,Paid Ads,Campaign C,Leads,Tablet,South,1,7894.68
1173,Referral,Campaign B,Customer,Tablet,East,0,47312.91
1174,Paid Ads,Campaign B,Qualified,Tablet,North,0,46721.61
1175,Social Media,Campaign B,Proposal,Tablet,East,0,12049.65
1176,Organic,Campaign C,Qualified,Mobile,South,0,31106.64
1177,Paid Ads,Campaign A,Visited,Tablet,West,1,2372.26
1178,Organic,Campaign C,Qualified,Tablet,East,0,46657.64
1179,Referral,Campaign B,Visited,Desktop,West,1,26626.38
1180,Organic,Campaign B,Qualified,Mobile,East,0,3117.93
1181,Paid Ads,Campaign C,Leads,Tablet,South,0,17782.5
1182,Social Media,Campaign B,Customer,Tablet,East,0,4765.62
1183,Referral,Campaign C,Visited,Tablet,West,1,20254.28
1184,Paid Ads,Campaign B,Visited,Desktop,West,0,33826.39
1185,Referral,Campaign A,Customer,Desktop,South,0,24024.61
1186,Email,Campaign A,Visited,Desktop,East,0,19802.39
1187,Organic,Campaign B,Qualified,Tablet,North,0,6838.7
1188,Email,Campaign C,Qualified,Desktop,East,0,13002.01
1189,Paid Ads,Campaign A,Proposal,Tablet,South,0,5907.02
1190,Social Media,Campaign C,Customer,Mobile,North,0,40567.44
1191,Referral,Campaign B,Customer,Tablet,South,0,7626.75
1192,Organic,Campaign C,Visited,Desktop,East,0,30173.29
1193,Referral,Campaign A,Proposal,Mobile,North,0,17794.28
1194,Paid Ads,Campaign C,Qualified,Tablet,South,0,12072.94
1195,Referral,Campaign C,Qualified,Mobile,West,0,32333.95
1196,Organic,Campaign B,Visited,Mobile,North,0,23393.11
1197,Paid Ads,Campaign B,Qualified,Mobile,North,1,20607.13
1198,Referral,Campaign B,Customer,Tablet,South,0,30049.75
1199,Social Media,Campaign A,Customer,Desktop,West,0,25072.11
1200,Paid Ads,Campaign A,Leads,Tablet,North,0,15870.73
1201,Paid Ads,Campaign B,Visited,Desktop,South,1,28394.0
1202,Social Media,Campaign B,Leads,Tablet,North,0,33805.43
1203,Email,Campaign A,Proposal,Tablet,North,0,2307.96
1204,Organic,Campaign A,Qualified,Tablet,North,0,23827.71
1205,Email,Campaign A,Leads,Desktop,West,0,3826.48
1206,Referral,Campaign A,Visited,Tablet,East,1,10133.87
1207,Social Media,Campaign B,Leads,Mobile,East,1,28464.93
1208,Email,Campaign A,Leads,Tablet,West,0,43443.26
1209,Paid Ads,Campaign B,Customer,Mobile,West,1,44257.48
1210,Referral,Campaign C,Qualified,Desktop,South,1,4427.26
1211,Referral,Campaign C,Leads,Desktop,North,0,21536.15
1212,Email,Campaign A,Leads,Tablet,West,0,29567.32
1213,Email,Campaign C,Visited,Tablet,South,0,8206.43
1214,Social Media,Campaign C,Customer,Tablet,East,0,38506.18
1215,Organic,Campaign C,Leads,Mobile,East,0,37467.53
1216,Email,Campaign A,Leads,Desktop,East,0,45263.71
1217,Email,Campaign A,Leads,Mobile,East,1,1415.81
1218,Paid Ads,Campaign C,Qualified,Mobile,South,1,11617.53
1219,Referral,Campaign B,Qualified,Tablet,North,0,41532.15
1220,Organic,Campaign C,Qualified,Tablet,South,0,33858.42
1221,Paid Ads,Campaign A,Visited,Mobile,North,1,44825.1
1222,Social Media,Campaign A,Leads,Mobile,East,1,3801.8
1223,Social Media,Campaign A,Visited,Tablet,West,1,30251.23
1224,Email,Campaign C,Qualified,Tablet,West,0,28883.28
1225,Email,Campaign B,Visited,Mobile,West,0,2748.05
1226,Social Media,Campaign A,Qualified,Tablet,North,0,26162.58
1227,Email,Campaign A,Proposal,Tablet,East,1,30866.5
1228,Organic,Campaign C,Proposal,Mobile,South,0,10373.37
1229,Email,Campaign B,Leads,Mobile,West,1,14393.15
1230,Referral,Campaign C,Leads,Desktop,North,0,32377.02
1231,Email,Campaign A,Visited,Mobile,West,1,23946.75
1232,Paid Ads,Campaign B,Qualified,Tablet,South,0,43042.67
1233,Organic,Campaign B,Proposal,Mobile,East,0,17776.71
1234,Paid Ads,Campaign A,Visited,Mobile,South,0,14066.32
1235,Paid Ads,Campaign B,Leads,Mobile,East,0,49258.43
1236,Referral,Campaign B,Proposal,Desktop,East,0,45645.65
1237,Organic,Campaign C,Proposal,Desktop,East,0,2420.64
1238,Organic,Campaign A,Visited,Tablet,West,0,38765.7
1239,Organic,Campaign A,Qualified,Desktop,South,0,6406.4
1240,Organic,Campaign A,Visited,Mobile,West,1,2346.77
1241,Organic,Campaign A,Visited,Desktop,South,0,14411.08
1242,Referral,Campaign A,Customer,Mobile,North,0,14197.95
1243,Email,Campaign B,Proposal,Desktop,North,1,41146.62
1244,Paid Ads,Campaign C,Proposal,Desktop,South,0,35822.7
1245,Organic,Campaign A,Visited,Desktop,South,1,49098.86
1246,Email,Campaign C,Proposal,Mobile,South,0,35864.13
1247,Email,Campaign C,Leads,Desktop,South,0,21494.52
1248,Paid Ads,Campaign B,Leads,Mobile,East,0,35247.46
1249,Referral,Campaign A,Leads,Mobile,West,0,49973.49
1250,Social Media,Campaign B,Visited,Tablet,East,0,35796.95
1251,Social Media,Campaign A,Proposal,Desktop,West,0,38322.39
1252,Email,Campaign B,Qualified,Tablet,West,0,46979.89
1253,Paid Ads,Campaign C,Visited,Tablet,West,0,6568.91
1254,Social Media,Campaign A,Visited,Mobile,East,0,35534.43
1255,Email,Campaign C,Visited,Desktop,South,0,42689.49
1256,Referral,Campaign C,Visited,Mobile,East,0,47764.55
1257,Social Media,Campaign B,Qualified,Mobile,East,0,11337.5
1258,Email,Campaign A,Proposal,Desktop,West,0,25692.52
1259,Email,Campaign C,Visited,Mobile,North,0,34347.19
1260,Organic,Campaign B,Visited,Desktop,North,0,13125.92
1261,Referral,Campaign A,Qualified,Desktop,East,0,30423.17
1262,Organic,Campaign A,Proposal,Mobile,West,0,13621.36
1263,Paid Ads,Campaign C,Leads,Mobile,East,0,17339.39
1264,Organic,Campaign A,Leads,Tablet,East,0,22634.42
1265,Organic,Campaign C,Qualified,Mobile,South,0,26930.31
1266,Social Media,Campaign A,Visited,Desktop,West,0,23018.93
1267,Email,Campaign B,Visited,Tablet,North,0,25166.58
1268,Referral,Campaign C,Qualified,Desktop,North,0,15630.85
1269,Organic,Campaign C,Qualified,Tablet,North,0,8789.29
1270,Referral,Campaign A,Qualified,Mobile,East,1,3320.15
1271,Organic,Campaign A,Qualified,Mobile,West,1,10602.96
1272,Paid Ads,Campaign C,Qualified,Mobile,South,0,29515.24
1273,Organic,Campaign A,Visited,Desktop,North,0,39519.66
1274,Social Media,Campaign B,Leads,Tablet,West,0,9293.13
1275,Email,Campaign A,Visited,Desktop,North,1,6319.21
1276,Paid Ads,Campaign B,Visited,Tablet,South,0,37715.23
1277,Organic,Campaign B,Qualified,Mobile,West,1,15952.76
1278,Referral,Campaign B,Proposal,Desktop,East,0,47623.47
1279,Paid Ads,Campaign B,Customer,Mobile,East,0,36001.58
1280,Paid Ads,Campaign B,Qualified,Desktop,North,0,17011.05
1281,Organic,Campaign A,Visited,Mobile,North,0,15187.59
1282,Paid Ads,Campaign B,Visited,Desktop,West,0,26661.22
1283,Referral,Campaign A,Proposal,Desktop,South,0,4878.09
1284,Paid Ads,Campaign B,Qualified,Tablet,North,0,6766.15
1285,Referral,Campaign C,Qualified,Mobile,West,1,9617.04
1286,Organic,Campaign B,Proposal,Tablet,South,0,38961.46
1287,Email,Campaign C,Qualified,Tablet,North,0,26179.01
1288,Paid Ads,Campaign B,Proposal,Mobile,North,0,1517.79
1289,Email,Campaign B,Visited,Desktop,West,0,34002.31
1290,Referral,Campaign B,Qualified,Tablet,North,0,21760.82
1291,Paid Ads,Campaign C,Proposal,Mobile,East,0,26031.77
1292,Social Media,Campaign C,Visited,Desktop,South,0,11491.7
1293,Email,Campaign B,Qualified,Tablet,South,0,28037.33
1294,Paid Ads,Campaign A,Leads,Tablet,East,0,48978.51
1295,Email,Campaign B,Customer,Tablet,West,0,4598.79
1296,Paid Ads,Campaign C,Visited,Desktop,East,1,14911.95
1297,Organic,Campaign B,Qualified,Tablet,East,0,12906.88
1298,Email,Campaign C,Visited,Desktop,South,0,13178.92
1299,Social Media,Campaign C,Qualified,Tablet,West,0,19556.61
1300,Social Media,Campaign C,Visited,Mobile,North,1,41087.38
1301,Referral,Campaign B,Visited,Tablet,East,0,45730.08
1302,Paid Ads,Campaign C,Leads,Mobile,East,0,10908.54
1303,Email,Campaign C,Customer,Mobile,West,0,27604.55
1304,Referral,Campaign B,Visited,Mobile,East,0,32208.05
1305,Email,Campaign C,Visited,Desktop,West,1,26569.55
1306,Paid Ads,Campaign B,Proposal,Mobile,North,0,22269.74
1307,Social Media,Campaign C,Leads,Tablet,West,1,10406.8
1308,Organic,Campaign A,Customer,Desktop,North,0,24922.75
1309,Social Media,Campaign A,Visited,Mobile,West,0,20659.53
1310,Referral,Campaign C,Qualified,Desktop,East,1,39982.6
1311,Organic,Campaign A,Visited,Desktop,North,0,38416.61
1312,Referral,Campaign B,Visited,Desktop,East,0,7565.94
1313,Paid Ads,Campaign A,Qualified,Tablet,North,0,5337.43
1314,Organic,Campaign C,Qualified,Mobile,West,0,45499.54
1315,Referral,Campaign C,Proposal,Desktop,West,0,27239.91
1316,Paid Ads,Campaign B,Leads,Desktop,West,1,43032.25
1317,Social Media,Campaign C,Leads,Desktop,South,1,3849.4
1318,Paid Ads,Campaign B,Leads,Mobile,South,0,26799.27
1319,Email,Campaign A,Customer,Desktop,North,0,27431.9
1320,Paid Ads,Campaign A,Visited,Desktop,South,0,43174.4
1321,Paid Ads,Campaign B,Visited,Tablet,West,0,5782.89
1322,Email,Campaign B,Leads,Mobile,South,0,12781.83
1323,Referral,Campaign C,Qualified,Tablet,South,0,20920.38
1324,Referral,Campaign A,Visited,Mobile,East,0,43426.23
1325,Paid Ads,Campaign B,Customer,Mobile,North,0,47005.28
1326,Email,Campaign A,Visited,Mobile,North,0,49643.51
1327,Email,Campaign B,Proposal,Tablet,North,0,48000.48
1328,Social Media,Campaign A,Visited,Tablet,South,1,1291.15
1329,Referral,Campaign C,Qualified,Tablet,West,0,3337.71
1330,Organic,Campaign A,Customer,Tablet,East,0,8232.73
1331,Referral,Campaign A,Visited,Desktop,North,0,18094.24
1332,Referral,Campaign A,Customer,Desktop,South,0,41665.98
1333,Social Media,Campaign A,Leads,Desktop,West,0,44740.15
1334,Organic,Campaign A,Customer,Mobile,East,0,10154.89
1335,Social Media,Campaign C,Qualified,Desktop,East,1,31363.54
1336,Organic,Campaign B,Leads,Mobile,North,0,45950.74
1337,Paid Ads,Campaign A,Visited,Tablet,North,0,23722.86
1338,Organic,Campaign C,Leads,Mobile,West,0,6073.64
1339,Social Media,Campaign A,Visited,Mobile,South,1,23432.87
1340,Referral,Campaign A,Visited,Desktop,West,1,19413.95
1341,Organic,Campaign B,Visited,Tablet,North,1,29305.24
1342,Organic,Campaign A,Leads,Tablet,West,0,22494.28
