CustomerID,Gender,SeniorCitizen,Tenure,MonthlyCharges,Contract,PaymentMethod,InternetService,TechSupport,TotalCharges,Churn
C02232,Male,0,15,113.85,Month-to-month,Mailed check,No,Yes,1681.02,No
C02233,Female,0,33,98.93,Month-to-month,Mailed check,Fiber optic,Yes,3313.21,Yes
C02234,Male,1,62,33.02,Month-to-month,Bank transfer,No,Yes,2080.77,No
C02235,Male,0,47,28.13,One year,Electronic check,Fiber optic,Yes,1273.64,No
C02236,Female,0,35,22.08,Two year,Mailed check,DSL,No,784.48,No
C02237,Male,0,65,82.87,Two year,Credit card,Fiber optic,No,5362.14,No
C02238,Male,0,25,82.97,Month-to-month,Credit card,DSL,No,2034.69,Yes
C02239,Female,0,57,118.69,Month-to-month,Electronic check,Fiber optic,Yes,6785.89,Yes
C02240,Male,0,32,59.8,Month-to-month,Mailed check,Fiber optic,No,1876.76,Yes
C02241,Male,0,63,53.19,One year,Bank transfer,Fiber optic,No,3345.34,No
C02242,Male,0,12,82.44,Month-to-month,Mailed check,DSL,No,1002.5,Yes
C02243,Male,0,63,102.56,Month-to-month,Credit card,Fiber optic,No,6466.73,Yes
C02244,Female,0,1,113.68,Two year,Credit card,DSL,Yes,161.44,No
C02245,Female,0,51,100.31,Month-to-month,Bank transfer,Fiber optic,No,5144.38,No
C02246,Female,1,70,62.67,Month-to-month,Electronic check,Fiber optic,No,4414.32,Yes
C02247,Male,0,8,83.49,Month-to-month,Mailed check,No,No,653.48,Yes
C02248,Male,0,68,105.63,Month-to-month,Credit card,DSL,No,7133.68,Yes
C02249,Female,0,5,69.06,Month-to-month,Mailed check,Fiber optic,No,368.74,Yes
C02250,Male,1,39,41.67,Month-to-month,Bank transfer,Fiber optic,No,1675.1,Yes
C02251,Male,0,23,36.97,Month-to-month,Bank transfer,No,No,840.9,Yes
C02252,Male,0,68,20.02,Month-to-month,Electronic check,Fiber optic,Yes,1409.91,Yes
C02253,Male,0,52,91.82,One year,Bank transfer,DSL,No,4738.81,No
C02254,Female,0,4,31.11,Month-to-month,Electronic check,Fiber optic,No,104.09,Yes
C02255,Female,0,47,44.38,One year,Mailed check,Fiber optic,Yes,2052.93,No
C02256,Female,0,21,49.79,Month-to-month,Credit card,Fiber optic,No,1043.11,Yes
C02257,Male,1,56,76.04,Month-to-month,Credit card,Fiber optic,Yes,4287.94,Yes
C02258,Female,0,66,59.8,Two year,Electronic check,DSL,No,3930.87,No
C02259,Female,0,59,87.47,Month-to-month,Credit card,No,No,5201.35,Yes
C02260,Male,0,7,25.56,Month-to-month,Electronic check,DSL,Yes,183.4,Yes
C02261,Male,0,49,32.39,Two year,Electronic check,No,No,1583.65,No
C02262,Female,1,16,69.92,Month-to-month,Mailed check,Fiber optic,No,1147.42,No
C02263,Female,0,17,53.7,Month-to-month,Mailed check,Fiber optic,Yes,873.04,No
C02264,Female,0,34,49.58,Month-to-month,Bank transfer,Fiber optic,No,1713.1,Yes
C02265,Female,0,33,26.7,One year,Electronic check,DSL,No,855.4,No
C02266,Male,0,26,109.57,Two year,Mailed check,DSL,No,2826.9,No
C02267,Female,0,66,89.18,Month-to-month,Electronic check,DSL,Yes,5895.83,No
C02268,Female,0,63,32.16,Month-to-month,Electronic check,DSL,Yes,2066.27,Yes
C02269,Male,1,41,26.5,Month-to-month,Electronic check,Fiber optic,No,1094.34,Yes
C02270,Female,1,58,117.49,Month-to-month,Mailed check,DSL,No,6829.31,Yes
C02271,Male,0,10,88.12,Month-to-month,Electronic check,Fiber optic,No,908.86,Yes
C02272,Male,1,15,61.75,Month-to-month,Electronic check,Fiber optic,Yes,902.18,No
C02273,Male,0,42,90.17,Month-to-month,Bank transfer,Fiber optic,No,3819.86,No
C02274,Female,0,57,95.63,Month-to-month,Electronic check,Fiber optic,Yes,5442.71,Yes
C02275,Female,0,17,98.0,Two year,Bank transfer,DSL,No,1633.57,Yes
C02276,Male,0,60,67.79,Month-to-month,Electronic check,DSL,No,4052.41,No
C02277,Female,0,9,62.99,Month-to-month,Bank transfer,DSL,No,541.52,Yes
C02278,Female,0,36,21.1,Month-to-month,Mailed check,Fiber optic,Yes,732.47,No
C02279,Male,0,36,112.66,Two year,Mailed check,Fiber optic,No,4034.02,No
C02280,Male,0,48,80.33,One year,Credit card,DSL,Yes,3823.93,No
C02281,Female,0,51,40.32,One year,Electronic check,Fiber optic,Yes,2073.09,No
C02282,Male,0,70,111.96,Month-to-month,Credit card,DSL,No,7845.2,No
C02283,Female,0,68,111.49,One year,Credit card,Fiber optic,No,7596.16,Yes
C02284,Female,0,22,118.92,Month-to-month,Bank transfer,Fiber optic,No,2600.61,Yes
C02285,Female,0,6,107.41,Month-to-month,Mailed check,Fiber optic,No,671.43,Yes
C02286,Female,0,26,119.78,Month-to-month,Electronic check,No,No,3077.24,Yes
C02287,Male,1,3,44.47,One year,Electronic check,Fiber optic,No,140.52,No
C02288,Male,0,52,104.22,One year,Bank transfer,Fiber optic,No,5396.99,Yes
C02289,Male,0,60,102.3,Two year,Credit card,DSL,No,6140.76,No
C02290,Male,1,63,43.09,Two year,Bank transfer,Fiber optic,No,2697.03,Yes
C02291,Female,0,65,29.84,Month-to-month,Credit card,Fiber optic,Yes,1968.65,No
C02292,Female,0,52,117.94,Month-to-month,Electronic check,DSL,Yes,6172.01,No
C02293,Male,0,14,49.6,Month-to-month,Bank transfer,Fiber optic,No,718.66,Yes
C02294,Female,1,68,107.09,Two year,Credit card,DSL,Yes,7249.68,No
C02295,Female,0,28,20.41,Month-to-month,Bank transfer,DSL,No,548.97,No
C02296,Female,0,71,22.1,Two year,Mailed check,No,No,1611.04,No
C02297,Male,0,10,66.59,Month-to-month,Bank transfer,Fiber optic,No,659.62,No
C02298,Male,0,57,43.87,Month-to-month,Electronic check,DSL,No,2544.71,Yes
C02299,Male,0,66,88.98,Month-to-month,Bank transfer,Fiber optic,Yes,5861.93,Yes
C02300,Female,0,50,76.56,Month-to-month,Electronic check,Fiber optic,No,3873.18,Yes
C02301,Male,0,14,27.75,Two year,Electronic check,DSL,Yes,431.07,No
C02302,Male,1,16,36.26,Month-to-month,Bank transfer,Fiber optic,No,596.21,Yes
C02303,Male,0,54,58.8,Month-to-month,Bank transfer,Fiber optic,No,3126.08,Yes
C02304,Male,0,43,38.56,Month-to-month,Bank transfer,DSL,No,1648.11,Yes
C02305,Male,1,42,99.22,Month-to-month,Mailed check,Fiber optic,Yes,4208.36,Yes
C02306,Male,0,22,61.61,Month-to-month,Mailed check,DSL,No,1393.93,No
C02307,Female,0,68,29.34,Month-to-month,Credit card,Fiber optic,No,1963.86,Yes
C02308,Female,0,19,68.43,Two year,Bank transfer,Fiber optic,Yes,1290.09,No
C02309,Male,1,66,29.08,Month-to-month,Credit card,DSL,No,1952.83,Yes
C02310,Male,0,39,32.89,Month-to-month,Credit card,Fiber optic,No,1290.5,No
C02311,Female,0,19,43.96,Month-to-month,Electronic check,Fiber optic,No,869.97,Yes
C02312,Female,1,16,105.95,Month-to-month,Credit card,DSL,No,1727.86,Yes
C02313,Male,0,54,112.46,Month-to-month,Bank transfer,Fiber optic,No,6113.59,Yes
C02314,Male,1,25,102.63,Month-to-month,Mailed check,DSL,No,2527.47,Yes
C02315,Male,1,18,53.41,Month-to-month,Credit card,No,No,925.9,Yes
C02316,Male,0,23,47.24,One year,Credit card,Fiber optic,No,1044.8,No
C02317,Female,0,11,74.92,Month-to-month,Mailed check,Fiber optic,Yes,867.65,Yes
C02318,Male,0,39,92.19,One year,Credit card,Fiber optic,No,3592.93,Yes
C02319,Male,0,68,119.34,Two year,Bank transfer,Fiber optic,No,8071.55,No
C02320,Male,0,25,33.16,Month-to-month,Credit card,Fiber optic,No,811.15,Yes
C02321,Male,0,63,24.93,Month-to-month,Electronic check,Fiber optic,Yes,1555.73,No
C02322,Female,1,30,89.44,Month-to-month,Credit card,No,No,2714.16,No
C02323,Female,0,45,103.22,Month-to-month,Electronic check,Fiber optic,No,4668.45,Yes
C02324,Female,0,61,104.63,One year,Mailed check,DSL,Yes,6401.37,No
C02325,Male,1,51,87.85,One year,Mailed check,No,No,4432.54,Yes
C02326,Male,1,9,115.4,Month-to-month,Credit card,Fiber optic,No,1079.67,Yes
C02327,Female,0,2,71.1,Month-to-month,Credit card,Fiber optic,No,113.76,Yes
C02328,Male,1,5,111.38,Month-to-month,Mailed check,No,No,569.81,Yes
C02329,Male,0,62,116.78,Month-to-month,Electronic check,DSL,No,7196.54,Yes
C02330,Female,1,69,104.72,One year,Mailed check,Fiber optic,No,7183.83,Yes
C02331,Female,0,52,50.98,Month-to-month,Mailed check,DSL,No,2601.92,No
C02332,Female,0,5,39.62,Month-to-month,Electronic check,Fiber optic,No,204.69,Yes
C02333,Female,0,59,74.81,One year,Mailed check,Fiber optic,Yes,4426.73,No
C02334,Male,0,68,65.3,Month-to-month,Credit card,No,No,4395.45,No
C02335,Male,0,9,107.78,Month-to-month,Credit card,Fiber optic,Yes,949.07,Yes
C02336,Female,0,22,30.0,Month-to-month,Mailed check,Fiber optic,No,695.15,Yes
C02337,Male,0,27,45.77,Month-to-month,Credit card,No,No,1195.92,Yes
C02338,Female,1,10,95.18,One year,Bank transfer,Fiber optic,No,923.45,Yes
C02339,Female,0,61,29.5,Two year,Mailed check,DSL,No,1791.94,No
C02340,Male,0,51,52.08,Month-to-month,Bank transfer,Fiber optic,No,2690.31,Yes
C02341,Female,0,10,58.72,Two year,Mailed check,No,Yes,562.68,Yes
C02342,Male,0,6,82.26,Month-to-month,Mailed check,No,Yes,543.27,Yes
C02343,Male,1,62,35.81,One year,Bank transfer,Fiber optic,No,2205.75,No
C02344,Male,1,5,106.06,Two year,Mailed check,Fiber optic,No,518.94,No
C02345,Male,0,70,64.75,Month-to-month,Credit card,DSL,No,4494.71,Yes
C02346,Female,0,63,111.7,One year,Bank transfer,DSL,No,7055.12,Yes
C02347,Male,0,56,66.79,Month-to-month,Mailed check,No,No,3714.59,Yes
C02348,Female,0,59,47.5,Month-to-month,Credit card,DSL,No,2815.39,No
C02349,Female,1,63,34.18,One year,Bank transfer,DSL,No,2125.66,No
C02350,Female,0,59,20.37,Two year,Bank transfer,Fiber optic,No,1190.62,No
C02351,Female,0,51,73.22,Two year,Credit card,Fiber optic,Yes,3769.89,No
C02352,Male,0,50,30.72,One year,Mailed check,Fiber optic,No,1559.89,No
C02353,Male,0,4,59.17,Month-to-month,Mailed check,DSL,No,202.14,Yes
C02354,Female,1,48,78.93,Month-to-month,Bank transfer,No,No,3799.41,No
C02355,Female,0,32,47.57,Two year,Electronic check,No,Yes,1535.1,No
C02356,Male,0,51,37.52,Month-to-month,Mailed check,DSL,Yes,1872.58,No
C02357,Female,0,52,97.47,One year,Mailed check,Fiber optic,No,5065.02,Yes
C02358,Male,0,34,114.68,Month-to-month,Credit card,Fiber optic,Yes,3875.19,No
C02359,Female,0,36,30.04,One year,Electronic check,Fiber optic,No,1078.15,No
C02360,Male,0,70,35.56,Month-to-month,Electronic check,DSL,No,2516.91,Yes
C02361,Female,0,43,116.0,Two year,Bank transfer,Fiber optic,No,4953.83,No
C02362,Female,0,16,23.78,Month-to-month,Credit card,DSL,No,342.81,No
C02363,Male,0,59,117.76,Two year,Credit card,DSL,Yes,6924.77,No
C02364,Female,0,53,20.46,Month-to-month,Mailed check,Fiber optic,No,1129.61,No
C02365,Female,0,19,107.37,Month-to-month,Bank transfer,Fiber optic,No,2064.81,Yes
C02366,Male,0,41,50.73,One year,Mailed check,Fiber optic,No,2031.88,No
C02367,Female,0,47,113.86,One year,Electronic check,Fiber optic,No,5341.52,No
C02368,Male,0,54,51.69,Two year,Credit card,DSL,No,2767.0,No
C02369,Male,0,55,85.43,Month-to-month,Bank transfer,Fiber optic,Yes,4712.46,Yes
C02370,Female,0,19,28.0,Month-to-month,Mailed check,DSL,Yes,527.93,No
C02371,Female,0,62,44.23,Month-to-month,Mailed check,Fiber optic,No,2788.71,No
C02372,Female,0,59,97.37,Month-to-month,Electronic check,Fiber optic,No,5716.73,No
C02373,Female,0,65,72.87,Two year,Credit card,Fiber optic,No,4745.34,No
C02374,Female,0,68,112.8,Month-to-month,Electronic check,Fiber optic,No,7690.42,No
C02375,Female,0,28,62.88,Month-to-month,Mailed check,Fiber optic,Yes,1793.2,No
C02376,Female,0,18,106.98,Month-to-month,Credit card,No,No,1916.34,Yes
C02377,Male,0,26,64.9,Month-to-month,Credit card,Fiber optic,Yes,1706.09,No
C02378,Female,1,19,117.92,Month-to-month,Electronic check,Fiber optic,Yes,2220.8,Yes
C02379,Male,0,55,115.98,Month-to-month,Credit card,No,No,6372.45,Yes
C02380,Female,0,57,52.91,Month-to-month,Electronic check,Fiber optic,No,3055.43,Yes
C02381,Female,0,6,108.59,Month-to-month,Credit card,Fiber optic,Yes,696.53,No
C02382,Male,0,1,104.76,Two year,Credit card,DSL,No,126.64,Yes
C02383,Female,0,8,41.07,Month-to-month,Bank transfer,DSL,No,316.0,No
C02384,Female,0,51,82.43,Month-to-month,Credit card,Fiber optic,Yes,4235.94,Yes
C02385,Male,1,25,27.27,Two year,Mailed check,Fiber optic,No,634.34,No
C02386,Female,0,47,103.67,One year,Bank transfer,Fiber optic,No,4832.76,No
C02387,Female,1,55,37.45,Two year,Electronic check,No,No,2075.89,No
C02388,Female,0,64,27.08,Two year,Mailed check,DSL,Yes,1712.24,No
C02389,Male,0,10,60.02,Month-to-month,Electronic check,Fiber optic,No,645.34,No
C02390,Female,0,56,77.69,One year,Electronic check,Fiber optic,No,4344.25,Yes
C02391,Female,0,12,105.49,Month-to-month,Mailed check,Fiber optic,Yes,1258.82,Yes
C02392,Female,0,33,117.42,Month-to-month,Electronic check,Fiber optic,Yes,3892.67,Yes
C02393,Female,0,71,63.95,One year,Bank transfer,DSL,Yes,4567.21,No
C02394,Male,0,17,26.04,Month-to-month,Mailed check,DSL,Yes,440.24,Yes
C02395,Male,1,61,94.91,One year,Electronic check,Fiber optic,Yes,5760.91,Yes
C02396,Female,1,10,76.52,One year,Electronic check,Fiber optic,No,792.53,No
C02397,Female,0,31,64.79,Month-to-month,Credit card,Fiber optic,No,1990.53,No
C02398,Male,0,60,50.93,Two year,Credit card,No,No,3023.31,No
C02399,Male,0,70,70.24,Month-to-month,Electronic check,DSL,No,4929.96,Yes
C02400,Female,0,17,53.87,Month-to-month,Mailed check,Fiber optic,No,874.84,Yes
C02401,Male,0,50,95.7,Two year,Bank transfer,Fiber optic,No,4832.14,Yes
C02402,Female,0,37,74.39,Month-to-month,Electronic check,No,Yes,2765.67,Yes
C02403,Male,0,62,107.68,One year,Electronic check,No,No,6724.75,Yes
C02404,Male,0,29,74.35,Month-to-month,Electronic check,Fiber optic,No,2140.04,Yes
C02405,Male,1,32,43.83,Month-to-month,Credit card,Fiber optic,Yes,1449.68,Yes
C02406,Male,0,11,105.11,One year,Mailed check,DSL,Yes,1120.77,No
C02407,Female,1,6,75.72,Month-to-month,Electronic check,DSL,No,408.39,Yes
C02408,Male,0,35,40.68,Month-to-month,Credit card,Fiber optic,No,1377.1,Yes
C02409,Male,0,33,82.35,Month-to-month,Electronic check,Fiber optic,No,2714.04,Yes
C02410,Female,0,18,55.77,Two year,Electronic check,Fiber optic,Yes,962.16,No
C02411,Male,0,37,104.44,Month-to-month,Mailed check,Fiber optic,Yes,3865.5,No
C02412,Male,0,13,65.33,Two year,Credit card,Fiber optic,No,832.04,No
C02413,Female,0,64,92.64,Month-to-month,Bank transfer,Fiber optic,No,5912.52,No
C02414,Male,0,1,29.55,One year,Mailed check,DSL,No,43.11,No
C02415,Female,0,63,59.6,Two year,Bank transfer,DSL,No,3721.11,No
C02416,Female,0,34,118.32,Month-to-month,Credit card,DSL,No,4049.54,Yes
C02417,Female,0,10,100.85,Month-to-month,Credit card,Fiber optic,Yes,1016.7,Yes
C02418,Female,0,7,35.99,One year,Bank transfer,DSL,No,293.42,No
C02419,Male,0,56,47.78,One year,Credit card,Fiber optic,Yes,2662.16,No
C02420,Female,0,37,52.98,Month-to-month,Mailed check,DSL,No,2008.53,No
C02421,Male,0,29,85.04,One year,Electronic check,Fiber optic,No,2473.74,No
C02422,Male,1,12,95.7,One year,Bank transfer,No,Yes,1195.74,No
C02423,Male,0,17,94.95,One year,Electronic check,Fiber optic,Yes,1566.86,No
C02424,Male,0,48,70.99,One year,Bank transfer,DSL,Yes,3430.32,No
C02425,Male,0,26,101.08,Month-to-month,Electronic check,DSL,Yes,2659.74,Yes
C02426,Male,0,12,63.71,Two year,Electronic check,No,No,719.84,Yes
C02427,Male,0,21,32.39,Month-to-month,Mailed check,Fiber optic,No,688.09,No
C02428,Male,0,42,76.44,Month-to-month,Electronic check,Fiber optic,No,3240.67,No
C02429,Male,0,61,115.23,Month-to-month,Bank transfer,Fiber optic,No,7035.13,Yes
C02430,Male,0,58,99.3,Month-to-month,Electronic check,DSL,No,5715.78,Yes
C02431,Female,0,54,77.87,Month-to-month,Credit card,DSL,No,4224.32,Yes
C02432,Female,0,34,84.68,Month-to-month,Electronic check,Fiber optic,No,2835.18,Yes
C02433,Female,0,7,113.06,Month-to-month,Electronic check,Fiber optic,No,823.17,Yes
C02434,Male,1,35,62.83,One year,Credit card,DSL,No,2153.35,No
C02435,Female,0,15,53.14,Month-to-month,Credit card,Fiber optic,No,760.84,Yes
C02436,Female,0,65,117.72,Month-to-month,Bank transfer,Fiber optic,Yes,7629.31,No
C02437,Female,0,25,106.34,Month-to-month,Credit card,No,No,2671.84,Yes
C02438,Male,0,59,52.3,Month-to-month,Credit card,DSL,No,3133.34,No
C02439,Male,1,6,66.38,Month-to-month,Bank transfer,DSL,No,360.06,No
C02440,Male,0,52,61.51,Month-to-month,Bank transfer,Fiber optic,No,3162.79,Yes
C02441,Male,1,21,34.91,Two year,Electronic check,DSL,Yes,720.0,No
C02442,Female,1,71,115.78,Two year,Mailed check,DSL,No,8254.0,No
C02443,Female,0,32,60.43,Two year,Bank transfer,Fiber optic,No,1930.48,No
C02444,Female,0,53,107.53,Month-to-month,Credit card,DSL,No,5681.25,Yes
C02445,Female,0,59,38.94,Month-to-month,Electronic check,Fiber optic,No,2303.58,Yes
C02446,Male,1,69,74.79,Month-to-month,Credit card,Fiber optic,Yes,5136.56,Yes
C02447,Male,0,62,22.4,One year,Bank transfer,Fiber optic,No,1378.92,No
C02448,Male,0,4,96.42,Month-to-month,Mailed check,DSL,No,368.94,Yes
C02449,Female,0,18,78.09,Month-to-month,Electronic check,Fiber optic,No,1436.03,No
C02450,Male,0,56,82.56,Month-to-month,Bank transfer,Fiber optic,Yes,4665.79,Yes
C02451,Male,0,24,25.17,Month-to-month,Bank transfer,Fiber optic,Yes,630.04,No
C02452,Female,0,66,41.1,Two year,Credit card,DSL,No,2706.51,No
C02453,Female,1,13,27.43,One year,Mailed check,DSL,No,357.02,No
C02454,Male,1,62,48.89,One year,Bank transfer,Fiber optic,Yes,2993.69,No
C02455,Male,1,54,82.74,Month-to-month,Credit card,Fiber optic,Yes,4492.65,No
C02456,Male,0,15,76.62,Two year,Electronic check,No,No,1158.95,No
C02457,Male,0,69,81.21,One year,Credit card,Fiber optic,No,5643.73,Yes
C02458,Male,0,3,74.93,Two year,Electronic check,Fiber optic,Yes,194.85,No
C02459,Male,0,37,47.3,Month-to-month,Credit card,Fiber optic,No,1776.07,Yes
C02460,Female,0,37,44.45,Month-to-month,Mailed check,Fiber optic,No,1663.12,Yes
C02461,Female,0,3,33.71,One year,Credit card,Fiber optic,No,77.71,No
C02462,Female,0,63,104.91,Month-to-month,Mailed check,DSL,No,6626.07,Yes
C02463,Male,1,35,81.65,Two year,Mailed check,Fiber optic,No,2900.19,No
C02464,Female,0,52,38.65,Two year,Electronic check,Fiber optic,No,2051.64,Yes
C02465,Male,0,28,37.72,Month-to-month,Credit card,Fiber optic,No,1078.12,No
C02466,Male,0,18,107.3,Month-to-month,Credit card,Fiber optic,No,1886.21,Yes
C02467,Female,0,36,94.27,Month-to-month,Credit card,Fiber optic,No,3430.95,No
C02468,Male,0,33,85.94,Two year,Mailed check,DSL,Yes,2851.8,No
C02469,Male,1,64,60.69,One year,Bank transfer,DSL,No,3865.2,No
C02470,Female,1,26,46.2,Month-to-month,Credit card,Fiber optic,No,1169.93,Yes
C02471,Female,1,48,117.95,Month-to-month,Credit card,DSL,No,5623.22,Yes
C02472,Female,1,40,99.72,Month-to-month,Bank transfer,Fiber optic,No,3943.82,No
C02473,Male,0,17,50.18,One year,Electronic check,DSL,No,878.47,Yes
C02474,Female,0,40,104.76,Month-to-month,Credit card,DSL,Yes,4163.98,No
C02475,Female,0,7,95.89,Month-to-month,Bank transfer,DSL,Yes,623.66,No
C02476,Male,0,57,49.71,One year,Credit card,Fiber optic,Yes,2823.2,No
C02477,Female,0,8,62.66,Month-to-month,Mailed check,Fiber optic,No,499.54,Yes
C02478,Female,0,56,38.6,Month-to-month,Bank transfer,DSL,No,2128.52,No
C02479,Female,0,31,31.11,Month-to-month,Mailed check,DSL,No,918.81,Yes
C02480,Male,0,59,92.28,Month-to-month,Bank transfer,No,No,5413.43,No
C02481,Male,0,58,46.75,Month-to-month,Electronic check,Fiber optic,No,2729.41,No
C02482,Male,0,12,102.01,Two year,Mailed check,Fiber optic,No,1182.34,Yes
C02483,Male,0,48,119.56,One year,Credit card,No,Yes,5744.38,No
C02484,Female,0,31,27.66,Two year,Bank transfer,No,Yes,822.1,No
C02485,Male,0,63,67.3,Two year,Credit card,Fiber optic,Yes,4209.47,No
C02486,Male,0,39,100.21,Month-to-month,Electronic check,DSL,No,3897.5,Yes
C02487,Female,0,20,98.9,Month-to-month,Bank transfer,No,Yes,1938.08,Yes
C02488,Female,0,48,96.0,Month-to-month,Electronic check,Fiber optic,Yes,4575.32,No
C02489,Female,0,71,54.9,One year,Bank transfer,Fiber optic,No,3882.8,Yes
C02490,Male,0,54,65.39,One year,Mailed check,DSL,No,3514.03,No
C02491,Male,0,71,79.5,Month-to-month,Credit card,No,No,5669.43,Yes
C02492,Male,0,29,117.39,Month-to-month,Mailed check,Fiber optic,No,3361.79,Yes
C02493,Female,0,48,52.75,Month-to-month,Mailed check,Fiber optic,Yes,2568.05,No
C02494,Female,0,56,112.31,Month-to-month,Mailed check,DSL,Yes,6320.98,Yes
C02495,Male,0,17,46.94,Two year,Mailed check,DSL,Yes,824.58,No
C02496,Female,0,9,118.91,Month-to-month,Bank transfer,No,Yes,1051.13,Yes
C02497,Female,0,34,87.03,Two year,Credit card,Fiber optic,No,2991.31,Yes
C02498,Female,0,45,66.35,Month-to-month,Bank transfer,DSL,No,2954.03,Yes
C02499,Male,0,9,81.34,One year,Bank transfer,Fiber optic,No,694.5,No
C02500,Female,0,7,47.25,Two year,Bank transfer,DSL,No,285.25,No
C02501,Female,0,16,47.42,Two year,Mailed check,Fiber optic,No,802.65,Yes
C02502,Male,0,19,31.36,Month-to-month,Electronic check,DSL,Yes,576.64,No
C02503,Male,0,6,31.41,Month-to-month,Mailed check,DSL,Yes,230.22,Yes
C02504,Female,0,11,54.77,Month-to-month,Bank transfer,DSL,No,579.73,Yes
C02505,Female,0,61,96.29,Month-to-month,Mailed check,DSL,No,5914.45,Yes
C02506,Male,0,42,80.8,One year,Credit card,DSL,No,3433.99,Yes
C02507,Male,0,13,30.26,Two year,Credit card,Fiber optic,No,435.75,Yes
C02508,Female,0,12,105.22,Month-to-month,Mailed check,No,Yes,1262.26,Yes
C02509,Female,0,20,80.14,Month-to-month,Mailed check,Fiber optic,No,1639.39,Yes
C02510,Female,1,50,116.09,Month-to-month,Electronic check,DSL,Yes,5849.58,Yes
C02511,Female,0,36,87.02,Two year,Mailed check,DSL,No,3115.18,No
C02512,Male,0,69,37.52,Two year,Mailed check,Fiber optic,No,2580.77,No
C02513,Female,0,37,67.38,Month-to-month,Electronic check,No,Yes,2514.98,No
C02514,Female,0,12,84.85,Month-to-month,Mailed check,DSL,Yes,998.24,Yes
C02515,Male,0,40,22.83,One year,Mailed check,DSL,Yes,938.58,No
C02516,Female,0,54,21.49,One year,Mailed check,Fiber optic,Yes,1117.85,No
C02517,Male,0,2,32.94,Month-to-month,Mailed check,Fiber optic,No,68.23,No
C02518,Female,1,50,45.17,Two year,Mailed check,Fiber optic,No,2220.73,No
C02519,Female,0,41,62.95,Two year,Bank transfer,Fiber optic,No,2560.28,No
C02520,Male,0,45,68.74,Month-to-month,Mailed check,Fiber optic,No,3069.16,Yes
C02521,Male,1,9,33.8,Month-to-month,Electronic check,No,Yes,338.09,No
C02522,Female,0,62,87.34,Month-to-month,Mailed check,DSL,Yes,5384.43,Yes
C02523,Female,1,47,79.61,Month-to-month,Bank transfer,No,Yes,3772.51,Yes
C02524,Female,0,5,49.45,Month-to-month,Electronic check,DSL,Yes,276.65,Yes
C02525,Male,1,1,21.37,Month-to-month,Electronic check,Fiber optic,No,21.26,Yes
C02526,Female,0,44,27.76,Month-to-month,Mailed check,Fiber optic,Yes,1194.82,No
C02527,Male,0,22,59.17,Month-to-month,Credit card,Fiber optic,No,1274.43,Yes
C02528,Male,1,38,35.4,Month-to-month,Bank transfer,Fiber optic,No,1341.69,Yes
C02529,Female,0,19,57.68,Month-to-month,Credit card,DSL,No,1046.8,No
C02530,Male,0,31,82.82,One year,Mailed check,DSL,No,2570.56,No
C02531,Female,0,67,74.72,One year,Bank transfer,Fiber optic,No,5051.52,No
C02532,Female,0,42,43.12,Month-to-month,Credit card,Fiber optic,No,1776.51,Yes
C02533,Female,0,26,54.38,Month-to-month,Bank transfer,DSL,No,1421.21,Yes
C02534,Female,0,13,81.4,One year,Mailed check,No,Yes,1104.38,No
C02535,Female,0,58,106.09,Month-to-month,Bank transfer,DSL,No,6189.27,Yes
C02536,Male,0,18,95.32,Two year,Mailed check,Fiber optic,Yes,1750.8,No
C02537,Male,0,67,75.34,Month-to-month,Credit card,DSL,No,5079.96,No
C02538,Female,0,3,56.23,One year,Bank transfer,Fiber optic,No,149.59,No
C02539,Female,0,55,56.51,Month-to-month,Electronic check,DSL,Yes,3147.11,Yes
C02540,Male,0,58,107.94,One year,Mailed check,Fiber optic,Yes,6304.65,No
C02541,Male,0,63,23.92,Two year,Bank transfer,DSL,Yes,1506.54,No
C02542,Male,0,52,118.8,Two year,Electronic check,DSL,No,6163.06,No
C02543,Male,0,24,86.44,Two year,Electronic check,Fiber optic,No,2065.98,Yes
C02544,Female,0,9,88.11,Month-to-month,Electronic check,Fiber optic,No,776.41,Yes
C02545,Female,0,37,23.8,Month-to-month,Electronic check,DSL,No,851.84,No
C02546,Male,1,53,80.55,Month-to-month,Mailed check,DSL,Yes,4280.99,Yes
C02547,Female,0,24,68.48,Month-to-month,Bank transfer,Fiber optic,No,1649.78,Yes
C02548,Male,0,21,30.58,Month-to-month,Electronic check,DSL,No,638.44,Yes
C02549,Female,0,40,47.79,Two year,Bank transfer,No,No,1871.18,Yes
C02550,Male,0,62,109.03,Two year,Bank transfer,Fiber optic,No,6789.55,No
C02551,Female,1,70,75.0,Month-to-month,Credit card,DSL,No,5217.49,No
C02552,Male,0,69,61.34,Month-to-month,Bank transfer,Fiber optic,Yes,4193.92,Yes
C02553,Male,0,14,27.27,Month-to-month,Mailed check,Fiber optic,No,394.09,Yes
C02554,Female,1,42,91.41,One year,Mailed check,DSL,Yes,3829.08,No
C02555,Male,0,50,90.29,Month-to-month,Electronic check,Fiber optic,No,4470.48,Yes
C02556,Female,0,61,81.4,Two year,Bank transfer,Fiber optic,Yes,4950.96,No
C02557,Female,0,4,71.03,One year,Mailed check,No,No,311.3,Yes
C02558,Male,0,17,63.38,One year,Mailed check,Fiber optic,No,1088.98,No
C02559,Female,1,57,79.33,Month-to-month,Mailed check,DSL,No,4508.09,No
